author,title,description,url,source,category,language,country,published_at,full_text,sentiment
,Federale regering kende al 10 miljard aan energiesteun toe,"19:29 De regering-De Croo heeft al 10 miljard euro uitgetrokken voor energiesteun aan gezinnen en bedrijven. Ze hoopt die factuur nog met 3 miljard te drukken via een overwinstbelasting, maar er blijven onz...",https://www.tijd.be/r/t/1/id/10430912,De Tijd,general,nl,be,2022-11-28T18:29:03+00:00,[ERROR: 403 Client Error: Forbidden for url: https://www.tijd.be/r/t/1/id/10430912],NA
Wouter Verschelden,"Bart De Wever (N-VA) trekt een lijn, de MR doet al de deur dicht","“Wat ik niet zal doen,&#160;is De Croo opvolgen om de dictaten van de PS te volgen. Anders is de rijkdom ook in Vlaanderen tegen 2029 volledig verdwenen. Status quo is het ergste wat Vlaanderen kan overkomen.”&#160;Op&#160;Radio 1&#160;zaterdag trok N-VA-voorzitter De Wever nog eens een lijn. Niets nieuws onder de zon zou u dan denken, maar&#160;voor [&#8230;]",https://businessam.be/bart-de-wever-n-va-trekt-een-lijn-de-mr-doet-al-de-deur-dicht/,express,general,nl,be,2022-11-28T17:01:12+00:00,"Hoofdpagina»Bart De Wever (N-VA) trekt een lijn, de MR doet al de deur dicht
“Wat ik niet zal doen, is De Croo opvolgen om de dictaten van de PS te volgen. Anders is de rijkdom ook in Vlaanderen tegen 2029 volledig verdwenen. Status quo is het ergste wat Vlaanderen kan overkomen.” OpRadio 1zaterdag trok N-VA-voorzitter De Wever nog eens een lijn.
Niets nieuws onder de zon zou u dan denken, maarvoor de interne keuken van N-VA vooral toch niet onbelangrijk: de oude discussie of de N-VA eerder een beleidspartij is, die federaal moet meedoen, of een aanbodpar
De wereld verandert snel en voor je het weet, hol je achter de feiten aan. Wees mee met verandering, wees mee met Business AM. Schrijf je in op onze nieuwsbrieven en houd de vinger aan de pols.",Negative
,'Het is aan ons om te bewijzen dat we nog kunnen hervormen',"17:18 Na de wanprestatie van de Rode Duivels en de slechte beurt die Vivaldi maakt, stelt zich twee keer dezelfde vraag: hoe moet het nu verder? 'Het is aan ons om te bewijzen dat de regering-De Croo wel ka...",https://www.tijd.be/r/t/1/id/10430878,De Tijd,general,nl,be,2022-11-28T16:18:36+00:00,[ERROR: 403 Client Error: Forbidden for url: https://www.tijd.be/r/t/1/id/10430878],NA
,Politievakbonden keren teleurgesteld terug van overleg met premier De Croo,"De ontgoocheling was zichtbaar af te lezen op het gezicht van de vakbondsafgevaardigden na hun overleg maandag met premier Alexander De Croo (Open Vld), minister van Binnenlandse Zaken Annelies Verlinden (CD&amp;V) en minister van Justitie Vincent Van Quickenborne (Open Vld). De vakbonden sluiten niet uit dat er meer acties zullen volgen.",https://www.gva.be/cnt/dmf20221128_95764910,Gazet Van Antwerpen,general,nl,be,2022-11-28T16:00:30+00:00,"[ERROR: HTTPSConnectionPool(host='www.gva.be', port=443): Read timed out. (read timeout=8)]",NA
,Ophef over whatsapp van kabinet-De Croo naar De Bleeker,Het ontslag van staatssecretaris voor Begroting Eva De Bleeker (Open VLD) blijft nazinderen. Een medewerker benadrukt nu dat de premier ‘via whatsapp expliciet zijn akkoord gaf’ voor de eerste begrotingsversie. De premier ontkent.,https://www.standaard.be/cnt/dmf20221127_95506535,De Standaard,general,nl,be,2022-11-27T15:17:23+00:00,"Simon Andries
Op een Roeselaarse rotonde is dinsdagochtend een fietsster van 42 om het leven gekomen toen ze werd aangereden door een auto. “Je ziet fietsers hier bijna niet aankomen. Maar sommige auto’s en bussen rijden ook wel hard.”
Mark Rutte gaat heel ver om Donald Trump te paaien. De Navo-baas doet dat ook omdat hij wil voorkomen dat de Verenigde Staten Oekraïne helemaal laten vallen. Dat zou het bondgenootschap pas echt in een crisis storten.
Per tien werkenden telt ons land een langdurig zieke, schrijft Ive Marx. Ons land telt meer dan een half miljoen invaliden. Daar gaat die besparing op de werkloosheid van de regering-De Wever.
Dinsdag werd in Laken bekendgemaakt dat de restanten van Victor Horta’s geroemde Hotel Aubecq dan toch een onderkomen krijgen, nadat ze al driekwart eeuw van hangar naar hangar zwerven. Alleen moet dat onderkomen nog gebouwd worden.
In Den Haag ligt nu open op tafel dat de Europese leiders meespelen in een absurd theater, dat ons niettemin de komende tien jaar opzadelt met harde politieke discussies over wie betaalt voor ’s lands veiligheid.
Kamervoorzitter Peter De Roover (N-VA) is niet te spreken over het feit dat door afwezigheid van voldoende parlementsleden uit de meerderheid de begrotingsbesprekingen twee keer moesten gestaakt worden. “Dat de fractieleiders hun afwezige Kamerleden maar eens een goede bolwassing geven.”
Omdat de meerderheid niet in aantal was, werden de bespreking en de stemming van de federale begroting in de plenaire vergadering uitgesteld. Na het inderhaast optrommelen van een aantal parlementsleden werd in de namiddag het quorum bereikt.
Het einde van het schooljaar is in zicht, en voor sommigen is dat hét moment of de juf of meester letterlijk in de bloemetjes te zetten. Omgekeerd is 30 juni voor floristen hoe langer hoe meer een hoogdag – en dat kunnen ze wel gebruiken. Want de sector heeft het moeilijk en zal zichzelf, jawel, moeten heruitvinden wil hij weer floreren. Waar knelt het schoentje, en wat kunnen floristen doen om de toekomst weer rooskleurig te doen ogen? Journalist Bas Schueremans | Presentatie en eindredactie Marjan Justaert | Gasten Koen Van Malderen (Be-Florist) en alle floristen op de veiling, Karin Gillis van Bloemenweelde in Borgerhout | Audioproductie en muziek Brecht Plasschaert | Chef podcast Alexander Lippeveld
Een festival raakt uitverkocht zonder vooraf een line-up bekend te maken. Hoe doen ze dat? Met dank aan een sprookjesbos met een adembenemend uitzicht, en een unieke sfeer. “Hier zie je een verbondenheid die je niet meer vindt op de grote festivals.”
De Navo-landen moeten hun defensie-uitgaven optrekken naar 3,5 procent van hun bbp. Daarbovenop moet 1,5 procent gaan naar “defensiegerelateerde uitgaven”. Verschillende landen vinden dat (veel) te veel. Waarom hebben ze zich niet feller verzet?
SNT, een school voor volwassenenonderwijs in Brugge, laat cursisten nog dit schooljaar starten om te vermijden dat ze het verhoogde inschrijvingsgeld van 4 euro vanaf september moeten betalen.
Na de opstand in zijn assistentiewoningen en de publieke terechtwijzing in het parlement reageert Luc Van Moerzeke, ceo van zorgbedrijf Vulpia, voor het eerst. Over valse beloftes, wurgcontracten en de prijs van de zorg. “De noodknop die uitvalt? Dat kan overal gebeuren.”
Jongeren zijn dan wel de speeltuin ontgroeid, ze spelen nog altijd verstoppertje. Met gevoelens dan. Ze kunnen zo goed wegmoffelen wat er echt speelt, dat net dat vaak tot misverstanden leidt. Hoe kom je toch tot een goed gesprek – zelfs een gesprek zonder woorden? Psychologe Sarah Bal biedt volop inspiratie in haar boek ‘Wat als we er samen over praten?’.
Meer dan 80 procent van de 55-plussers die minstens twee jaar werkloos zijn, riskeert zijn uitkering volgend jaar te verliezen. “Zelfs als je wílt werken, lukt dat vaak niet. Waarom hoor je nooit dat de werkgevers eens geactiveerd moeten worden?”
Louche websites hebben jarenlang miljarden euro’s laten verwerken door de Belgische vestiging van het Franse betaalbedrijf Worldline. Een internationaal onderzoek licht voor het eerst het deksel van de beerput.
Nog nooit was er zo veel data beschikbaar over de contacten tussen de Europese Commissie en lobbyisten, zeker die van de wapensector. Maar wat de toplui van Lockheed Martin of Airbus écht zeggen tegen de commissaris voor Defensie, blijft geheim.
Iedereen heeft wel eens iets aan te merken op zijn of haar baas, maar sommige werknemers hebben het écht niet getroffen. Zij moeten naar de pijpen dansen van een man of vrouw zonder enige leiderscapaciteiten. Hoe herken je eigenlijk een slechte baas?
Wanneer je jouw woning verkoopt, wil je daar natuurlijk zo veel mogelijk aan overhouden. Er zijn enkele directe en indirecte manieren om de waarde van je woning de hoogte in te duwen. Met volgende tips en tricks wordt de waarde van je woning hoger ingeschat.
Zeg nooit ‘dank u’ tegen een chatbot, en ‘sorry’ is ook verspilde energie. Blijft over: de kost van je eigen schaamte. Want openhartige vragen leiden tot een meedogenloze chatgeschiedenis.
Rommelmarkten zijn populairder dan ooit. Maar hoe onderscheid je als koper schatten van rommel? En hoe raak je als verkoper je spullen kwijt? Professionele vintagejagers en doorgewinterde marktkramers geven tips.
Sony heeft de WH-1000XM6 gelanceerd, een verbeterde versie van zijn populaire koptelefoonserie. Het vernieuwde model biedt betere ruisonderdrukking, terwijl het opvouwbare ontwerp terugkeert voor meer gebruiksgemak. Geen Sony-fan? Wij lijsten ook alternatieven op die al wat langer op de markt zijn.
Elke dag brengt De Standaard nieuwe cartoons van huiscartoonist Lectrr.
Weet je niet meer wat te beluisteren? Onze redacteurs selecteren de beste podcasts.
Sony heeft de WH-1000XM6 gelanceerd, een verbeterde versie van zijn populaire koptelefoonserie. Het vernieuwde model biedt betere ruisonderdrukking, terwijl het opvouwbare ontwerp terugkeert voor meer gebruiksgemak. Geen Sony-fan? Wij lijsten ook alternatieven op die al wat langer op de markt zijn.
Een bezoeker aan het Palazzo degli Uffizi struikelde bij het maken van een selfie en maakte een gat in een 18de-eeuws schilderij. “We zullen zeer precieze grenzen stellen”, reageert de directeur. Hij laat de toerist gerechtelijk vervolgen.
Drie optredens op eenzelfde avond? Het bleek te mooi om waar te zijn. De Belgische dj Kid Noize, die bekendstaat om zijn optredens met een apenmasker, geeft toe dat hij werkt met dubbelgangers.
Brussel gaat prat op zijn gastvrijheid voor kunstenaars, maar ziet intussen de behoefte aan ateliers acuut toenemen. De huurprijzen zijn onbetaalbaar geworden, ook al is er veel leegstand.
Digitale krant
Privacy
Links
Klantenservice
Standaard.be",NA
,"De Croo en Lahbib in Borodjanka en Boetsja: “Brutaliteit Russische oorlog is onwezenlijk, Oekraïne weet dat het op ons kan rekenen”","Premier Alexander De Croo en minister van Buitenlandse Zaken Hadja Lahbib hebben zondag een bezoek gebracht aan Borodjanka en Boetsja, twee plaatsen nabij de Oekraïense hoofdstad Kyiv die zwaar getroffen zijn door de Russische aanvalsoorlog tegen Oekraïne. “De brutaliteit van die Russische oorlog is onwezenlijk”, aldus De Croo.",https://www.gva.be/cnt/dmf20221127_93455060,Gazet Van Antwerpen,general,nl,be,2022-11-27T11:02:11+00:00,"In Borodjanka, een stad zowat 50 kilometer ten noordwesten van Kyiv, zagen de premier en de minister en hun delegatie de verwoesting die was aangericht door de raket- en luchtaanvallen van de Russische troepen. Ze stonden ook even stil bij een van de kunstwerken van Banksy.
“Dit is onwaarschijnlijk aangrijpend, en hier zie je enkel nog de schade. Hier hebben honderden mensen gewoond en hier zijn tientallen mensen gewoon geëxecuteerd”, zei De Croo in Borodjanka. “Als je hier rondkijkt, zie je geen enkele militaire installatie. Dit zijn woonblokken, waarvan de Russische luchtmacht beslist heeft ze te vernietigen.”
Borodjanka was een van de zwaarst door Russische bombardementen getroffen Oekraïense plaatsen, onmiddellijk na de start van de Russische invasie op 24 februari. Gedurende weken hebben de Russische soldaten de stad bezet. In april bevrijdden Oekraïense soldaten Borodjanka.
LEES OOK.De Croo en Lahbib wonen herdenking grote hongersnood in Oekraïne bij
Daarna ging de delegatie naar Boetsja. Na de terugtrekking van de Russische troepen zijn honderden lichamen aangetroffen in een massagraf aan een kerk. “Dit toont aan hoe gruwelijk oorlogen zijn en dat dit zo snel mogelijk moet stoppen”, aldus minister Lahbib in Boetsja.
“We zien kinderen, burgers, die zonder reden in koelen bloede zijn doodgeschoten”, zei ze. “We kunnen dit enkel aan de kaak stellen en hopen dat gerechtigheid zal geschieden, ook om te kunnen denken aan de reconstructie en vrede.”
Ook de strijd tegen propaganda is belangrijk. “De Russen zeggen – ondanks de foto’s – dat alles in scène is gezet. Nu moeten we verzekeren dat de gerechtelijke vervolging correct verloopt”, zei ze.(Lees verder onder de foto)
De Croo benadrukte in een gesprek met Belga dat ons land een van de eerste was om Oekraïne militair te steunen. Brussel communiceert daar weinig over, “maar ze weten dat”, zei hij. “En ze weten dat ze op ons kunnen rekenen voor een aantal heel specifieke zaken. We zijn bijvoorbeeld goed in het trainen van militairen in bepaalde specialiteiten zoals de ontmijning. De grote, spectaculaire wapensystemen, dat doet België niet, maar in de domeinen waar we sterk staan, doen we wel ons deel.”
Ook staat België volgens de regeringsleider sterk op het vlak van hulp via B-FAST. België kondigde onder meer aan noodgeneratoren te leveren, wat heel erg nodig is nu de winter in Oekraïne zich laat voelen. Daarnaast zet ons land zich in voor de wederopbouw van scholen en ziekenhuizen. Ook biedt België decontaminatiecellen aan, in het geval van een chemisch of nucleair incident. “Dat wordt heel gewaardeerd.”
In totaal heeft België al 221,7 miljoen euro aan steun vrijgemaakt voor Oekraïne sinds de start van de oorlog. Het gaat om 145 miljoen euro militaire steun en 76,7 miljoen euro civiele steun. België vangt daarnaast ook meer dan 61.000 Oekraïense oorlogsvluchtelingen op.
Tegen Zepperen-Brustem keek hij nog toe langs de zijlijn, maar zaterdag tegen Sporting Hasselt zal Ryan Merlen voor het eerst het STVV-shirt dragen. De Fransman moet het middenveld extra opties geven en debuteert op zijn 23ste op het hoogste niveau. “Het is niet alleen dankzij Bertaccini dat ik hier ben.”
Enkele studenten van UAntwerpforPalestine bezetten het rectoraat van de Universiteit Antwerpen. Ze vragen om een volledige academische boycot van Israël. Eerder hielden ze al gelijkaardige acties op de stadscampus. Volgens de actievoerders verkiest de universiteit gemakzucht boven principes en blijft ze zo medeplichtig aan wat ze de aanhoudende genocide noemen.
Een kleine vzw uit de Kempen maakt een groot verschil aan de andere kant van de wereld. Sahaya-Sawes, gedragen door vrijwilligers uit Retie en Heist-op-den-Berg, heeft dankzij een subsidie van 28.000 euro van de AFAS Foundation een nieuwe schoolbus kunnen financieren voor een school in Tamil Nadu, Zuid-India. Zo’n 100 kansarme kinderen zijn daarmee een heel eind vooruitgeholpen.
Aan het Sint-Jansplein in Wildert (Essen) komt binnenkort een bankautomaat. “Wij hopen dat het cashpoint van Batopin nog dit jaar actief zal zijn”, zegt Robin Jacobs (N-VA/PLE), schepen van Financiën.
De vakbondsacties tegen het beleid van de arizonaregering zullen ook na de zomervakantie worden voorgezet. Volgens Thierry Bodson, topman van de socialistische vakbond ABVV, is er al een datum geprikt voor een “megabetoging"": op 14 oktober. Die actie komt er in gemeenschappelijk vakbondsfront, zegt hij op de RTBF-radio.
Op de Boomsesteenweg op het Kiel is woensdagochtend opnieuw een aanslag gepleegd. De voordeur vatte vuur nadat een explosief was vastgemaakt en ontplofte. De drie bewoners ademden te veel rook in en zijn naar het ziekenhuis gebracht. Op de voordeur stond de boodschap 30K betale.
Het knalt en het knettert opnieuw in het Antwerpse misdaadmilieu. Hoewel de maand nog niet voorbij is, staat de teller nu al op elf aanslagen op woningen of eigendommen. Criminelen die elkaar afpersen? Afrekeningen na een mislukte uithaling in de haven? Wat is er aan de hand in de Antwerpse onderwereld?
Voor premier Bart De Wever konden de formaliteiten voor de NAVO-vergadering niet snel genoeg gedaan zijn. Hij ontsnapte bijna aan een fotomoment, maar dat was buiten Mark Rutte gerekend.
De 21-jarige Nederlandse kroonprinses Amalia was dinsdagavond aanwezig op het diner dat het koningshuis organiseerde voor de regeringsleiders en staatshoofden van de NAVO-top in Den Haag. Samen met haar ouders ontving en begroette ze hen formeel.
België geniet woensdag van zomers weer met temperaturen tot 30 graden, maar in de nacht van woensdag en donderdag trekken onweersbuien over het land. Donderdag wordt het koeler en wisselvalliger. Dat voorspelt het KMI.
In Armenië hebben de veiligheidsdiensten de invloedrijke aartsbisschop Bagrat Galstanian opgepakt omdat hij een coup voorbereidde. Eerder maakte de Armeense premier Nikol Pasjinjan dat een staatsgreep was verijdeld.
Voor premier Bart De Wever konden de formaliteiten voor de NAVO-vergadering niet snel genoeg gedaan zijn. Hij ontsnapte bijna aan een fotomoment, maar dat was buiten Mark Rutte gerekend.
Een bezoeker aan het Palazzo degli Uffizi struikelde bij het maken van een selfie en maakte een gat in een 18de-eeuws schilderij. “We zullen zeer precieze grenzen stellen”, reageert de directeur. Hij laat de toerist gerechtelijk vervolgen.
Iedereen heeft wel eens iets aan te merken op zijn of haar baas, maar sommige werknemers hebben het écht niet getroffen. Zij moeten naar de pijpen dansen van een man of vrouw zonder enige leiderscapaciteiten. Hoe herken je eigenlijk een slechte baas?
Wanneer je jouw woning verkoopt, wil je daar natuurlijk zo veel mogelijk aan overhouden. Er zijn enkele directe en indirecte manieren om de waarde van je woning de hoogte in te duwen. Met volgende tips en tricks wordt de waarde van je woning hoger ingeschat.
Na 15 juli, de deadline voor de indiening van de digitale aangiftes, begint de FOD Financiën aan de controle van de gegevens en de eindafrekening voor elke belastingplichtige. Al in augustus zijn er 1 miljoen aanslagbiljetten klaar.
Elke keer dat Brussels Airport door een vakbondsactie grotendeels stilvalt, kost dat de Belgische economie 25 miljoen euro. Dat zegt ondernemersorganisatie Voka-KvK Vlaams-Brabant woensdag. Ze pleit opnieuw voor een minimale dienstverlening op de luchthaven.
De Ombudsdienst Energie verwacht tegen het einde van dit jaar veel klachten over hoge, “oneerlijk lijkende maar correcte” energiefacturen, na de installatie van een digitale meter.
Het knalt en het knettert opnieuw in het Antwerpse misdaadmilieu. Hoewel de maand nog niet voorbij is, staat de teller nu al op elf aanslagen op woningen of eigendommen. Criminelen die elkaar afpersen? Afrekeningen na een mislukte uithaling in de haven? Wat is er aan de hand in de Antwerpse onderwereld?
Speurders hebben privésecretaresse Greet V. (54) opnieuw ondervraagd. De vrouw ontkent nog steeds dat ze haar liefdesrivale, echtgenote van Goodyear-topman Chris D. (63), uit de weg wilde ruimen. Vrijdag houdt de politie een reconstructie van de feiten.
De Antwerpse ex-para Tom V. is dinsdag veroordeeld tot vijf jaar cel. De rechtbank beval ook zijn onmiddellijke aanhouding. V. werd samen met Mohammed K. schuldig bevonden aan de ontvoering van een planner van de PSA-terminal. Het slachtoffer werd zwaar toegetakeld.
Opluchting. Dat is het gevoel dat overheerste bij de ex-vrouw en gewezen stiefdochter van Eddy Snelders (66). Vooraan in de beklaagdenbank kreeg de gewezen voetbalcommentator te horen dat hij naar de gevangenis moet. Na afloop verliet hij het gerechtsgebouw via een zijuitgang. De walk of shame te veel.
Het verkeer van hogesnelheidstreinen - waaronder Eurostar - ondervindt woensdag zware hinder van een kabeldiefstal in de buurt van Rijsel. De problemen zouden al zeker tot 16 uur duren, valt te lezen op borden in het station van Rijsel. Dinsdagavond waren er in die regio ook al twee dodelijke ongevallen op het spoor, met eveneens een impact op het hst-verkeer.
In de luchthaven van Palma de Mallorca kwam dinsdag een stuk dak naar beneden. Er raakte niemand gewond tijdens het incident.
Na 15 juli, de deadline voor de indiening van de digitale aangiftes, begint de FOD Financiën aan de controle van de gegevens en de eindafrekening voor elke belastingplichtige. Al in augustus zijn er 1 miljoen aanslagbiljetten klaar.
MR-voorzitter Georges-Louis Bouchez pleit bijna wekelijks voor een terugkeer van de mijnen in Wallonië en zijn collega van Les Engagés, Yvan Verougstraete, zegt niet “nee”. Er valt ook wel wat op te graven. Alleen is het niet voor morgen of overmorgen.
Vrijdag is de laatste werkdag bij glasproducent AGP, ook gekend als Soliver. Maandag worden de drie fabrieken definitief gesloten, dinsdag 1 juli zal de onderneming officieel het faillissement aanvragen bij de rechtbank. Dat bevestigt curator Yves François.
Digitale krant
Privacy
Links
Klantenservice
GVA",Positive
,De Croo en Lahbib wonen herdenking grote hongersnood in Oekraïne bij,"Premier Alexander De Croo (Open Vld) en minister van Buitenlandse Zaken Hadja Lahbib (MR) hebben zaterdagnamiddag in Kyiv een herdenkingsceremonie bijgewoond voor de slachtoffers van de grote hongersnood in de jaren 1930 in Oekraïne, de ‘Holodomor’. In aanwezigheid van de Oekraïense president Volodymyr Zelensky hebben ze een minuut stilte in acht genomen en kaarsen aangestoken.",https://www.gva.be/cnt/dmf20221126_96675772,Gazet Van Antwerpen,general,nl,be,2022-11-26T18:32:08+00:00,"wver
LEES OOK.Duitsland geeft duidelijke boodschap aan Poetin met erkenning van Stalins genocide, en de timing is geen toeval
De Oekraïense term ‘Holodomor’ verwijst naar de uitroeiing door uithongering van boeren in 1932 en 1933 door het Sovjetregime. Volgens schattingen van historici kwamen daarbij enkele miljoenen mensen om het leven. Het geldt als een van de grootste rampen in de geschiedenis van Oekraïne. De laatste zaterdag van november is de jaarlijkse herdenkingsdag.
Volgens Kyiv staat de Holodomor synoniem voor genocide, georkestreerd door Stalin. Rusland houdt dan weer vol dat de massale sterfgevallen te wijten zijn aan ‘misoogsten’.
In de verwoeste stad Marioepol, die in mei werd veroverd door het Russische leger na een wekenlange belegering en massale beschietingen, hebben de Russische bezetters een monument voor slachtoffers van de Holodomor verwijderd.
Tegen Zepperen-Brustem keek hij nog toe langs de zijlijn, maar zaterdag tegen Sporting Hasselt zal Ryan Merlen voor het eerst het STVV-shirt dragen. De Fransman moet het middenveld extra opties geven en debuteert op zijn 23ste op het hoogste niveau. “Het is niet alleen dankzij Bertaccini dat ik hier ben.”
Enkele studenten van UAntwerpforPalestine bezetten het rectoraat van de Universiteit Antwerpen. Ze vragen om een volledige academische boycot van Israël. Eerder hielden ze al gelijkaardige acties op de stadscampus. Volgens de actievoerders verkiest de universiteit gemakzucht boven principes en blijft ze zo medeplichtig aan wat ze de aanhoudende genocide noemen.
Een kleine vzw uit de Kempen maakt een groot verschil aan de andere kant van de wereld. Sahaya-Sawes, gedragen door vrijwilligers uit Retie en Heist-op-den-Berg, heeft dankzij een subsidie van 28.000 euro van de AFAS Foundation een nieuwe schoolbus kunnen financieren voor een school in Tamil Nadu, Zuid-India. Zo’n 100 kansarme kinderen zijn daarmee een heel eind vooruitgeholpen.
Aan het Sint-Jansplein in Wildert (Essen) komt binnenkort een bankautomaat. “Wij hopen dat het cashpoint van Batopin nog dit jaar actief zal zijn”, zegt Robin Jacobs (N-VA/PLE), schepen van Financiën.
De vakbondsacties tegen het beleid van de arizonaregering zullen ook na de zomervakantie worden voorgezet. Volgens Thierry Bodson, topman van de socialistische vakbond ABVV, is er al een datum geprikt voor een “megabetoging"": op 14 oktober. Die actie komt er in gemeenschappelijk vakbondsfront, zegt hij op de RTBF-radio.
Op de Boomsesteenweg op het Kiel is woensdagochtend opnieuw een aanslag gepleegd. De voordeur vatte vuur nadat een explosief was vastgemaakt en ontplofte. De drie bewoners ademden te veel rook in en zijn naar het ziekenhuis gebracht. Op de voordeur stond de boodschap 30K betale.
Het knalt en het knettert opnieuw in het Antwerpse misdaadmilieu. Hoewel de maand nog niet voorbij is, staat de teller nu al op elf aanslagen op woningen of eigendommen. Criminelen die elkaar afpersen? Afrekeningen na een mislukte uithaling in de haven? Wat is er aan de hand in de Antwerpse onderwereld?
Voor premier Bart De Wever konden de formaliteiten voor de NAVO-vergadering niet snel genoeg gedaan zijn. Hij ontsnapte bijna aan een fotomoment, maar dat was buiten Mark Rutte gerekend.
De 21-jarige Nederlandse kroonprinses Amalia was dinsdagavond aanwezig op het diner dat het koningshuis organiseerde voor de regeringsleiders en staatshoofden van de NAVO-top in Den Haag. Samen met haar ouders ontving en begroette ze hen formeel.
België geniet woensdag van zomers weer met temperaturen tot 30 graden, maar in de nacht van woensdag en donderdag trekken onweersbuien over het land. Donderdag wordt het koeler en wisselvalliger. Dat voorspelt het KMI.
In Armenië hebben de veiligheidsdiensten de invloedrijke aartsbisschop Bagrat Galstanian opgepakt omdat hij een coup voorbereidde. Eerder maakte de Armeense premier Nikol Pasjinjan dat een staatsgreep was verijdeld.
Voor premier Bart De Wever konden de formaliteiten voor de NAVO-vergadering niet snel genoeg gedaan zijn. Hij ontsnapte bijna aan een fotomoment, maar dat was buiten Mark Rutte gerekend.
Een bezoeker aan het Palazzo degli Uffizi struikelde bij het maken van een selfie en maakte een gat in een 18de-eeuws schilderij. “We zullen zeer precieze grenzen stellen”, reageert de directeur. Hij laat de toerist gerechtelijk vervolgen.
Iedereen heeft wel eens iets aan te merken op zijn of haar baas, maar sommige werknemers hebben het écht niet getroffen. Zij moeten naar de pijpen dansen van een man of vrouw zonder enige leiderscapaciteiten. Hoe herken je eigenlijk een slechte baas?
Wanneer je jouw woning verkoopt, wil je daar natuurlijk zo veel mogelijk aan overhouden. Er zijn enkele directe en indirecte manieren om de waarde van je woning de hoogte in te duwen. Met volgende tips en tricks wordt de waarde van je woning hoger ingeschat.
Na 15 juli, de deadline voor de indiening van de digitale aangiftes, begint de FOD Financiën aan de controle van de gegevens en de eindafrekening voor elke belastingplichtige. Al in augustus zijn er 1 miljoen aanslagbiljetten klaar.
Elke keer dat Brussels Airport door een vakbondsactie grotendeels stilvalt, kost dat de Belgische economie 25 miljoen euro. Dat zegt ondernemersorganisatie Voka-KvK Vlaams-Brabant woensdag. Ze pleit opnieuw voor een minimale dienstverlening op de luchthaven.
De Ombudsdienst Energie verwacht tegen het einde van dit jaar veel klachten over hoge, “oneerlijk lijkende maar correcte” energiefacturen, na de installatie van een digitale meter.
Speurders hebben privésecretaresse Greet V. (54) opnieuw ondervraagd. De vrouw ontkent nog steeds dat ze haar liefdesrivale, echtgenote van Goodyear-topman Chris D. (63), uit de weg wilde ruimen. Vrijdag houdt de politie een reconstructie van de feiten.
Het knalt en het knettert opnieuw in het Antwerpse misdaadmilieu. Hoewel de maand nog niet voorbij is, staat de teller nu al op elf aanslagen op woningen of eigendommen. Criminelen die elkaar afpersen? Afrekeningen na een mislukte uithaling in de haven? Wat is er aan de hand in de Antwerpse onderwereld?
De Antwerpse ex-para Tom V. is dinsdag veroordeeld tot vijf jaar cel. De rechtbank beval ook zijn onmiddellijke aanhouding. V. werd samen met Mohammed K. schuldig bevonden aan de ontvoering van een planner van de PSA-terminal. Het slachtoffer werd zwaar toegetakeld.
Opluchting. Dat is het gevoel dat overheerste bij de ex-vrouw en gewezen stiefdochter van Eddy Snelders (66). Vooraan in de beklaagdenbank kreeg de gewezen voetbalcommentator te horen dat hij naar de gevangenis moet. Na afloop verliet hij het gerechtsgebouw via een zijuitgang. De walk of shame te veel.
Het verkeer van hogesnelheidstreinen - waaronder Eurostar - ondervindt woensdag zware hinder van een kabeldiefstal in de buurt van Rijsel. De problemen zouden al zeker tot 16 uur duren, valt te lezen op borden in het station van Rijsel. Dinsdagavond waren er in die regio ook al twee dodelijke ongevallen op het spoor, met eveneens een impact op het hst-verkeer.
In de luchthaven van Palma de Mallorca kwam dinsdag een stuk dak naar beneden. Er raakte niemand gewond tijdens het incident.
Na 15 juli, de deadline voor de indiening van de digitale aangiftes, begint de FOD Financiën aan de controle van de gegevens en de eindafrekening voor elke belastingplichtige. Al in augustus zijn er 1 miljoen aanslagbiljetten klaar.
MR-voorzitter Georges-Louis Bouchez pleit bijna wekelijks voor een terugkeer van de mijnen in Wallonië en zijn collega van Les Engagés, Yvan Verougstraete, zegt niet “nee”. Er valt ook wel wat op te graven. Alleen is het niet voor morgen of overmorgen.
Vrijdag is de laatste werkdag bij glasproducent AGP, ook gekend als Soliver. Maandag worden de drie fabrieken definitief gesloten, dinsdag 1 juli zal de onderneming officieel het faillissement aanvragen bij de rechtbank. Dat bevestigt curator Yves François.
Digitale krant
Privacy
Links
Klantenservice
GVA",NA
Marc Coppens,Een telefoontje had ook gekund: waarom De Croo het risico neemt om naar Oekraïne te reizen,"Premier Alexander De Croo (Open Vld) en minister van Buitenlandse Zaken Hadja Lahbib (MR) hebben zaterdag in Kiev de Oekraïense president Volodymyr Zelensky ontmoet. De Croo en Zelensky hebben een gezamenlijke verklaring ondertekend, waarin België toetreedt tot een initiatief om graantransporten uit Oekraïense havens naar het zuiden te financieren. Waarom riskeren westerse leiders lijf en leden voor iets voor wat simpelweg ook telefonisch kan?",https://www.hln.be/buitenland/een-telefoontje-had-ook-gekund-waarom-de-croo-het-risico-neemt-om-naar-oekraine-te-reizen~a60d4733/,HLN,general,nl,be,2022-11-26T17:47:14+00:00,,NA
