monthly,country_name,Approval_Smoothed,Approval_Not_Smoothed,app_marginals_obs,Disapproval_Smoothed,Disapproval_Not_Smoothed,neg_marginals_obs,Country,ccodecow,wb_code
1973m5,France_Exec,44.053848,44.12278,1,,,,France_Exec,220,FRA
2011m12,France_Exec,37.30064,37.871632,2,57.330311,57.340851,2,France_Exec,220,FRA
2001m11,France_Exec,45.118092,44.28418,2,42.913769,43.175079,2,France_Exec,220,FRA
1998m6,France_Exec,44.157791,44.58712,2,43.348961,43.432098,2,France_Exec,220,FRA
1995m3,France_Exec,40.65667,40.181549,1,52.943741,53.61631,1,France_Exec,220,FRA
2018m11,France_Exec,29.093691,28.771271,7,66.50383,67.239738,7,France_Exec,220,FRA
1958m7,France_Exec,57.37133,57.120571,1,,,,France_Exec,220,FRA
2014m5,France_Exec,33.666641,34.37513,3,61.220798,61.303421,3,France_Exec,220,FRA
2016m1,France_Exec,31.674959,31.57716,5,64.703819,64.811378,5,France_Exec,220,FRA
2001m7,France_Exec,45.617279,45.231731,2,41.664009,41.98629,2,France_Exec,220,FRA
1962m9,France_Exec,40.572319,38.214691,1,,,,France_Exec,220,FRA
1990m7,France_Exec,34.110229,34.27597,1,,,,France_Exec,220,FRA
1996m2,France_Exec,30.02957,30.277189,2,58.087688,57.974628,2,France_Exec,220,FRA
2016m6,France_Exec,20.71454,20.727711,5,75.341721,75.450203,5,France_Exec,220,FRA
2005m10,France_Exec,37.539082,37.448261,2,58.954571,60.933949,2,France_Exec,220,FRA
1974m2,France_Exec,43.930279,44.12278,1,,,,France_Exec,220,FRA
1968m7,France_Exec,43.631248,43.728909,1,,,,France_Exec,220,FRA
1978m8,France_Exec,39.010509,38.608559,1,,,,France_Exec,220,FRA
1966m11,France_Exec,47.165409,47.273762,1,,,,France_Exec,220,FRA
2000m7,France_Exec,51.448158,51.475208,2,37.80064,37.858051,2,France_Exec,220,FRA
2008m11,France_Exec,43.01086,43.61248,3,50.629002,50.264771,3,France_Exec,220,FRA
2010m7,France_Exec,37.243919,37.347679,3,56.713921,56.69183,3,France_Exec,220,FRA
1984m9,France_Exec,29.25823,29.943371,1,,,,France_Exec,220,FRA
2021m9,France_Exec,37.0816,37.366611,7,57.52866,57.572861,7,France_Exec,220,FRA
1978m7,France_Exec,40.896629,40.971802,1,,,,France_Exec,220,FRA
1965m4,France_Exec,50.70142,50.818611,1,,,,France_Exec,220,FRA
2005m7,France_Exec,34.401508,35.43314,3,52.335918,51.469929,3,France_Exec,220,FRA
1986m9,France_Exec,44.427021,45.304401,1,,,,France_Exec,220,FRA
2001m2,France_Exec,48.119331,48.4576,2,42.405521,42.515968,2,France_Exec,220,FRA
1991m3,France_Exec,41.836868,43.33503,1,,,,France_Exec,220,FRA
2013m11,France_Exec,24.520121,24.27206,3,69.913094,70.248466,3,France_Exec,220,FRA
1967m3,France_Exec,45.882252,45.698269,1,,,,France_Exec,220,FRA
1988m7,France_Exec,39.777031,39.79018,1,,,,France_Exec,220,FRA
2010m9,France_Exec,37.707561,37.792122,3,56.70892,56.829979,3,France_Exec,220,FRA
2018m6,France_Exec,37.939861,37.63435,7,56.03886,56.501369,7,France_Exec,220,FRA
1980m8,France_Exec,32.98513,33.094349,1,,,,France_Exec,220,FRA
1999m10,France_Exec,48.798889,48.402142,2,40.248692,40.649288,2,France_Exec,220,FRA
2002m8,France_Exec,47.93,48.087341,2,44.175171,44.549412,2,France_Exec,220,FRA
1989m9,France_Exec,39.222561,38.214691,1,,,,France_Exec,220,FRA
1980m9,France_Exec,32.560009,32.700481,1,,,,France_Exec,220,FRA
2018m12,France_Exec,26.3158,25.912359,5,69.127579,69.662277,5,France_Exec,220,FRA
1964m9,France_Exec,45.303799,45.304401,1,,,,France_Exec,220,FRA
2020m5,France_Exec,39.387009,39.81266,9,55.793121,55.594269,9,France_Exec,220,FRA
2011m8,France_Exec,37.25552,37.358028,2,56.164021,56.345928,2,France_Exec,220,FRA
2005m4,France_Exec,34.34095,34.34639,3,56.10006,56.434681,3,France_Exec,220,FRA
1982m3,France_Exec,42.351238,42.153419,1,,,,France_Exec,220,FRA
2000m12,France_Exec,46.092819,46.182961,2,43.438042,43.990719,2,France_Exec,220,FRA
1981m8,France_Exec,44.246769,44.12278,1,,,,France_Exec,220,FRA
1964m2,France_Exec,42.520821,40.971802,1,,,,France_Exec,220,FRA
1970m6,France_Exec,46.908199,46.87989,1,,,,France_Exec,220,FRA
1961m12,France_Exec,39.97718,39.396309,1,,,,France_Exec,220,FRA
1968m11,France_Exec,46.16531,46.09214,1,,,,France_Exec,220,FRA
2006m10,France_Exec,34.17852,34.46088,2,58.821602,58.858891,2,France_Exec,220,FRA
2012m4,France_Exec,39.001659,39.513859,2,56.24506,56.065739,2,France_Exec,220,FRA
2005m5,France_Exec,30.869749,30.18862,3,62.00988,63.466221,3,France_Exec,220,FRA
1962m1,France_Exec,51.000671,53.969589,1,,,,France_Exec,220,FRA
2009m11,France_Exec,40.769051,40.846359,3,56.573521,57.52874,3,France_Exec,220,FRA
1963m5,France_Exec,43.305019,43.728909,1,,,,France_Exec,220,FRA
1960m7,France_Exec,45.7896,46.09214,1,,,,France_Exec,220,FRA
1958m8,France_Exec,55.059689,54.219452,0,,,,France_Exec,220,FRA
2014m4,France_Exec,32.007431,34.661282,3,60.929829,58.814899,3,France_Exec,220,FRA
1979m5,France_Exec,36.115559,36.245331,1,,,,France_Exec,220,FRA
1969m7,France_Exec,43.76638,43.728909,1,,,,France_Exec,220,FRA
2001m10,France_Exec,48.0373,48.17524,2,43.202862,43.634781,2,France_Exec,220,FRA
2019m6,France_Exec,31.76206,32.393551,7,62.66925,62.44025,7,France_Exec,220,FRA
1959m7,France_Exec,45.572479,46.87989,1,,,,France_Exec,220,FRA
1994m2,France_Exec,39.766529,38.99828,2,52.89695,54.449009,1,France_Exec,220,FRA
2014m6,France_Exec,33.35183,33.50034,3,62.18597,62.42675,3,France_Exec,220,FRA
2008m4,France_Exec,39.59166,39.0914,3,54.186668,54.749321,3,France_Exec,220,FRA
2014m11,France_Exec,27.290291,27.79344,4,68.877701,68.773987,4,France_Exec,220,FRA
2002m3,France_Exec,39.341808,38.48671,2,53.13279,54.049801,2,France_Exec,220,FRA
2018m10,France_Exec,31.365761,31.71899,6,63.339668,63.521881,6,France_Exec,220,FRA
1998m7,France_Exec,50.255741,51.865269,2,37.878868,36.95142,2,France_Exec,220,FRA
1991m7,France_Exec,25.555441,24.42915,1,,,,France_Exec,220,FRA
1996m1,France_Exec,30.27969,31.63575,3,58.79892,58.111881,3,France_Exec,220,FRA
1998m5,France_Exec,42.739159,42.873562,2,44.320679,44.545681,2,France_Exec,220,FRA
2021m1,France_Exec,35.538448,35.73867,9,59.648312,59.901321,9,France_Exec,220,FRA
2021m2,France_Exec,36.890511,37.42524,8,58.00238,57.662971,8,France_Exec,220,FRA
1961m5,France_Exec,50.526402,48.455379,1,,,,France_Exec,220,FRA
1966m5,France_Exec,41.452709,40.971802,1,,,,France_Exec,220,FRA
1982m9,France_Exec,36.41832,36.639198,1,,,,France_Exec,220,FRA
1996m11,France_Exec,24.247499,24.274771,2,61.246578,61.301022,2,France_Exec,220,FRA
1971m5,France_Exec,53.04903,53.18185,1,,,,France_Exec,220,FRA
1983m1,France_Exec,33.41679,33.882092,1,,,,France_Exec,220,FRA
1964m4,France_Exec,46.76701,47.667629,1,,,,France_Exec,220,FRA
1982m7,France_Exec,37.00753,35.85146,1,,,,France_Exec,220,FRA
2018m3,France_Exec,39.927021,39.528278,6,54.731258,55.346989,6,France_Exec,220,FRA
2007m2,France_Exec,37.61237,38.444801,1,55.501949,54.924931,1,France_Exec,220,FRA
2020m10,France_Exec,36.03104,35.813332,9,56.479301,56.844662,9,France_Exec,220,FRA
2020m11,France_Exec,36.491508,36.809101,9,57.51255,57.888279,9,France_Exec,220,FRA
1985m1,France_Exec,28.970039,29.943371,1,,,,France_Exec,220,FRA
2003m4,France_Exec,50.135471,49.879379,2,39.99015,40.321091,2,France_Exec,220,FRA
2022m1,France_Exec,44.86655,46.411678,1,55.666302,55.673439,1,France_Exec,220,FRA
1980m2,France_Exec,36.5588,37.03307,1,,,,France_Exec,220,FRA
1959m4,France_Exec,44.697392,46.87989,1,,,,France_Exec,220,FRA
2013m6,France_Exec,29.46681,30.01329,3,67.225098,67.438263,3,France_Exec,220,FRA
1972m4,France_Exec,50.261318,50.030869,1,,,,France_Exec,220,FRA
1975m11,France_Exec,43.171581,42.941158,1,,,,France_Exec,220,FRA
1960m10,France_Exec,53.534382,55.545078,1,,,,France_Exec,220,FRA
1998m11,France_Exec,47.329601,46.556499,2,39.26424,39.72604,2,France_Exec,220,FRA
1998m12,France_Exec,47.06562,46.950851,2,40.154148,40.747608,2,France_Exec,220,FRA
1958m11,France_Exec,60.794922,61.847038,1,,,,France_Exec,220,FRA
2011m3,France_Exec,35.466621,35.414391,3,57.964989,58.08857,3,France_Exec,220,FRA
1964m8,France_Exec,45.293381,45.304401,1,,,,France_Exec,220,FRA
2019m9,France_Exec,33.645481,34.278702,7,59.480129,58.911659,7,France_Exec,220,FRA
1996m6,France_Exec,31.133101,31.173071,2,55.010231,55.706982,2,France_Exec,220,FRA
2013m4,France_Exec,30.26865,29.690241,3,65.465591,66.220032,3,France_Exec,220,FRA
1975m6,France_Exec,44.05479,43.728909,1,,,,France_Exec,220,FRA
1992m6,France_Exec,29.86871,30.33724,1,,,,France_Exec,220,FRA
1987m3,France_Exec,41.66465,42.153419,1,,,,France_Exec,220,FRA
2018m5,France_Exec,39.60136,39.50555,7,54.586632,54.97237,7,France_Exec,220,FRA
1959m1,France_Exec,45.799709,44.854778,0,,,,France_Exec,220,FRA
2004m5,France_Exec,37.916592,38.662979,2,56.090912,56.315311,2,France_Exec,220,FRA
1981m3,France_Exec,27.85247,27.974001,1,,,,France_Exec,220,FRA
2000m3,France_Exec,47.92979,47.79026,2,41.514591,41.87677,2,France_Exec,220,FRA
1986m2,France_Exec,33.3097,34.27597,1,,,,France_Exec,220,FRA
1962m5,France_Exec,55.88269,57.908321,1,,,,France_Exec,220,FRA
2019m4,France_Exec,30.181021,30.465441,7,64.215111,64.112373,7,France_Exec,220,FRA
1966m4,France_Exec,43.441189,43.33503,1,,,,France_Exec,220,FRA
1991m1,France_Exec,32.131302,32.306599,1,,,,France_Exec,220,FRA
1959m9,France_Exec,39.91634,39.002441,1,,,,France_Exec,220,FRA
1991m5,France_Exec,35.823029,35.063709,1,,,,France_Exec,220,FRA
1961m7,France_Exec,51.61182,50.818611,1,,,,France_Exec,220,FRA
2013m1,France_Exec,34.661228,34.687408,3,59.385941,59.37175,3,France_Exec,220,FRA
1959m12,France_Exec,34.107449,32.700481,1,,,,France_Exec,220,FRA
2008m1,France_Exec,42.339371,41.867661,3,50.617722,51.382599,3,France_Exec,220,FRA
1980m10,France_Exec,32.778011,33.094349,1,,,,France_Exec,220,FRA
1961m8,France_Exec,50.46254,50.030869,1,,,,France_Exec,220,FRA
1982m2,France_Exec,43.266739,43.33503,1,,,,France_Exec,220,FRA
1962m12,France_Exec,52.450169,53.18185,1,,,,France_Exec,220,FRA
1976m12,France_Exec,29.611071,29.54949,1,,,,France_Exec,220,FRA
1993m3,France_Exec,25.49279,25.610769,1,,,,France_Exec,220,FRA
1985m6,France_Exec,30.489,30.33724,1,,,,France_Exec,220,FRA
1981m12,France_Exec,39.917271,39.79018,1,,,,France_Exec,220,FRA
1990m1,France_Exec,37.300171,37.82082,1,,,,France_Exec,220,FRA
1995m10,France_Exec,27.82625,26.39332,1,57.558208,59.029228,1,France_Exec,220,FRA
1976m8,France_Exec,41.533428,41.365669,1,,,,France_Exec,220,FRA
2004m9,France_Exec,38.822708,38.53862,3,53.870281,53.953171,3,France_Exec,220,FRA
1997m4,France_Exec,28.355749,28.47407,2,57.92226,58.051331,2,France_Exec,220,FRA
1977m6,France_Exec,37.158379,38.214691,1,,,,France_Exec,220,FRA
1992m11,France_Exec,28.77112,28.761749,1,,,,France_Exec,220,FRA
1977m9,France_Exec,39.578781,39.79018,1,,,,France_Exec,220,FRA
2009m5,France_Exec,39.26651,39.403061,2,52.389679,52.740501,2,France_Exec,220,FRA
1984m11,France_Exec,26.269581,26.004641,1,,,,France_Exec,220,FRA
2011m7,France_Exec,37.489651,38.099251,2,55.895618,55.62122,2,France_Exec,220,FRA
1992m4,France_Exec,26.907459,28.761749,1,,,,France_Exec,220,FRA
2003m8,France_Exec,42.666882,42.24678,2,50.715408,51.502129,2,France_Exec,220,FRA
1979m6,France_Exec,34.507191,34.27597,1,,,,France_Exec,220,FRA
1976m4,France_Exec,39.978039,39.79018,1,,,,France_Exec,220,FRA
1965m2,France_Exec,46.198589,44.910519,1,,,,France_Exec,220,FRA
2007m3,France_Exec,40.6078,41.572311,1,53.842201,53.579948,1,France_Exec,220,FRA
1988m2,France_Exec,44.895248,44.516651,1,,,,France_Exec,220,FRA
2002m10,France_Exec,47.683949,48.123539,2,44.747978,44.704239,2,France_Exec,220,FRA
1999m6,France_Exec,51.092251,50.402359,2,39.620331,40.381142,2,France_Exec,220,FRA
1977m1,France_Exec,33.060131,34.27597,1,,,,France_Exec,220,FRA
2004m4,France_Exec,35.80442,35.402248,2,55.64431,56.315311,2,France_Exec,220,FRA
2007m6,France_Exec,51.921322,52.178761,2,42.02042,42.58189,2,France_Exec,220,FRA
1988m6,France_Exec,40.117859,38.608559,1,,,,France_Exec,220,FRA
1977m12,France_Exec,40.119759,40.184052,1,,,,France_Exec,220,FRA
2001m1,France_Exec,46.667519,46.810619,2,43.337139,43.636108,2,France_Exec,220,FRA
1972m12,France_Exec,40.763721,40.184052,1,,,,France_Exec,220,FRA
1967m1,France_Exec,47.796341,48.061501,1,,,,France_Exec,220,FRA
1958m9,France_Exec,52.519539,51.606361,1,,,,France_Exec,220,FRA
1988m1,France_Exec,46.27486,47.273762,1,,,,France_Exec,220,FRA
2017m8,France_Exec,41.11377,39.205799,4,51.512272,53.471279,4,France_Exec,220,FRA
1959m8,France_Exec,43.311951,42.735432,0,,,,France_Exec,220,FRA
1976m10,France_Exec,31.46731,31.51886,1,,,,France_Exec,220,FRA
2000m2,France_Exec,48.216202,47.46751,2,41.484871,42.26366,2,France_Exec,220,FRA
1979m8,France_Exec,33.409679,33.094349,1,,,,France_Exec,220,FRA
2019m5,France_Exec,30.484261,30.877609,7,63.776859,63.631302,7,France_Exec,220,FRA
2002m12,France_Exec,50.18034,50.201031,2,43.153839,43.453629,2,France_Exec,220,FRA
1968m1,France_Exec,43.15258,42.941158,1,,,,France_Exec,220,FRA
2018m1,France_Exec,44.008099,44.02578,7,49.69186,50.138,7,France_Exec,220,FRA
2005m1,France_Exec,38.458481,37.610378,3,53.701988,54.318249,3,France_Exec,220,FRA
2003m10,France_Exec,38.720139,38.468182,3,51.304829,52.02647,3,France_Exec,220,FRA
1986m1,France_Exec,30.73588,31.12499,1,,,,France_Exec,220,FRA
2018m9,France_Exec,31.13813,30.78899,7,62.573181,62.886269,7,France_Exec,220,FRA
2016m2,France_Exec,28.2967,27.681931,5,68.628288,69.444771,5,France_Exec,220,FRA
1977m10,France_Exec,40.905312,41.365669,1,,,,France_Exec,220,FRA
1967m4,France_Exec,44.809898,44.516651,1,,,,France_Exec,220,FRA
1975m4,France_Exec,42.488121,42.153419,1,,,,France_Exec,220,FRA
1989m5,France_Exec,40.737122,41.365669,1,,,,France_Exec,220,FRA
1966m1,France_Exec,45.89727,46.486012,1,,,,France_Exec,220,FRA
2000m6,France_Exec,50.865952,50.744888,2,39.258659,40.454159,2,France_Exec,220,FRA
2001m12,France_Exec,43.357769,42.91555,2,44.52887,45.229988,2,France_Exec,220,FRA
1978m11,France_Exec,38.869671,39.396309,1,,,,France_Exec,220,FRA
1961m4,France_Exec,57.541069,60.271549,1,,,,France_Exec,220,FRA
1977m3,France_Exec,38.200008,38.608559,1,,,,France_Exec,220,FRA
1995m12,France_Exec,26.506371,27.181,1,61.799229,61.887199,1,France_Exec,220,FRA
1968m5,France_Exec,43.739658,42.941158,1,,,,France_Exec,220,FRA
1964m6,France_Exec,45.031479,44.516651,1,,,,France_Exec,220,FRA
1967m5,France_Exec,45.50938,45.698269,1,,,,France_Exec,220,FRA
2004m2,France_Exec,39.38187,39.005619,2,53.36908,53.80167,2,France_Exec,220,FRA
2011m10,France_Exec,35.444149,35.316059,3,57.727058,57.868832,3,France_Exec,220,FRA
2021m5,France_Exec,36.130058,36.694489,9,57.599899,57.146198,9,France_Exec,220,FRA
1966m9,France_Exec,48.44894,48.455379,1,,,,France_Exec,220,FRA
1980m6,France_Exec,34.357059,34.669842,1,,,,France_Exec,220,FRA
2003m5,France_Exec,47.469398,46.665951,2,42.990429,44.054169,2,France_Exec,220,FRA
1973m3,France_Exec,44.561138,44.516651,1,,,,France_Exec,220,FRA
1966m10,France_Exec,46.63097,46.09214,1,,,,France_Exec,220,FRA
2008m5,France_Exec,38.222698,37.97794,3,56.470558,57.147259,3,France_Exec,220,FRA
1995m7,France_Exec,43.611961,41.756989,1,43.032661,44.726349,1,France_Exec,220,FRA
1970m7,France_Exec,45.663151,45.304401,1,,,,France_Exec,220,FRA
1990m12,France_Exec,32.45903,31.912729,1,,,,France_Exec,220,FRA
1972m8,France_Exec,39.612518,40.184052,1,,,,France_Exec,220,FRA
1978m2,France_Exec,43.763069,44.12278,1,,,,France_Exec,220,FRA
2007m10,France_Exec,48.432629,47.825779,3,44.050949,44.99477,3,France_Exec,220,FRA
2004m12,France_Exec,41.890041,42.495811,3,51.889679,51.706799,3,France_Exec,220,FRA
1983m2,France_Exec,34.531731,35.063709,1,,,,France_Exec,220,FRA
1969m6,France_Exec,44.005852,44.12278,1,,,,France_Exec,220,FRA
1979m10,France_Exec,32.382679,33.094349,1,,,,France_Exec,220,FRA
2016m8,France_Exec,21.375179,21.68837,3,71.479347,70.573433,3,France_Exec,220,FRA
2017m3,France_Exec,31.160839,31.561701,5,62.006569,62.294449,5,France_Exec,220,FRA
1969m5,France_Exec,43.67873,44.12278,1,,,,France_Exec,220,FRA
2006m11,France_Exec,34.15036,34.372501,2,59.19072,59.337372,2,France_Exec,220,FRA
1981m6,France_Exec,42.904541,46.486012,1,,,,France_Exec,220,FRA
1971m4,France_Exec,52.00312,52.787979,1,,,,France_Exec,220,FRA
1989m11,France_Exec,37.29253,37.426949,1,,,,France_Exec,220,FRA
2002m6,France_Exec,45.189838,45.238091,2,44.68993,45.598869,2,France_Exec,220,FRA
1960m1,France_Exec,38.771912,40.184052,1,,,,France_Exec,220,FRA
1975m12,France_Exec,42.955971,42.941158,1,,,,France_Exec,220,FRA
1992m9,France_Exec,29.968691,31.12499,1,,,,France_Exec,220,FRA
1981m11,France_Exec,40.755322,40.57793,1,,,,France_Exec,220,FRA
1974m12,France_Exec,39.207802,39.396309,1,,,,France_Exec,220,FRA
1985m11,France_Exec,30.33831,29.943371,1,,,,France_Exec,220,FRA
1985m3,France_Exec,35.564991,37.03307,1,,,,France_Exec,220,FRA
1997m1,France_Exec,26.628651,27.196569,2,59.92857,59.52911,2,France_Exec,220,FRA
1978m6,France_Exec,40.938,40.184052,1,,,,France_Exec,220,FRA
2014m12,France_Exec,28.342239,28.96826,4,67.311508,66.867859,4,France_Exec,220,FRA
1963m8,France_Exec,38.69165,39.002441,1,,,,France_Exec,220,FRA
1993m8,France_Exec,44.608051,45.688278,2,45.971378,44.267811,1,France_Exec,220,FRA
2009m1,France_Exec,41.820339,41.779701,3,51.38298,51.604809,3,France_Exec,220,FRA
1985m8,France_Exec,32.79274,33.094349,1,,,,France_Exec,220,FRA
2006m2,France_Exec,37.244019,36.824268,3,55.26889,55.788368,3,France_Exec,220,FRA
1965m6,France_Exec,47.972111,47.273762,1,,,,France_Exec,220,FRA
2008m2,France_Exec,40.837399,40.502522,3,51.884991,52.370708,3,France_Exec,220,FRA
2008m8,France_Exec,40.129318,40.625,2,52.702389,52.583672,2,France_Exec,220,FRA
1992m1,France_Exec,22.694269,23.641411,1,,,,France_Exec,220,FRA
2021m7,France_Exec,37.783379,37.248112,7,56.223339,57.207489,7,France_Exec,220,FRA
2007m8,France_Exec,53.186798,53.438889,2,40.58218,40.936401,2,France_Exec,220,FRA
1968m8,France_Exec,43.370621,43.33503,1,,,,France_Exec,220,FRA
1994m3,France_Exec,39.386761,39.398731,2,50.023731,49.64637,0,France_Exec,220,FRA
1974m8,France_Exec,37.740681,37.82082,1,,,,France_Exec,220,FRA
1980m1,France_Exec,35.499359,35.457581,1,,,,France_Exec,220,FRA
2013m7,France_Exec,30.693119,31.33679,2,65.699883,65.271278,2,France_Exec,220,FRA
1962m2,France_Exec,54.698811,55.545078,1,,,,France_Exec,220,FRA
2011m1,France_Exec,36.175041,36.116711,3,56.921291,57.09029,3,France_Exec,220,FRA
1974m3,France_Exec,42.49913,42.153419,1,,,,France_Exec,220,FRA
1967m10,France_Exec,42.56596,42.153419,1,,,,France_Exec,220,FRA
1982m4,France_Exec,45.27467,46.09214,1,,,,France_Exec,220,FRA
1966m6,France_Exec,42.574039,42.941158,1,,,,France_Exec,220,FRA
1972m6,France_Exec,46.040009,45.304401,1,,,,France_Exec,220,FRA
1997m7,France_Exec,39.21138,40.45882,2,48.850368,47.837952,2,France_Exec,220,FRA
1993m5,France_Exec,38.344608,39.002441,1,,,,France_Exec,220,FRA
2010m3,France_Exec,38.747269,38.573631,3,54.398258,54.52845,3,France_Exec,220,FRA
1996m8,France_Exec,32.15712,32.747601,2,54.745979,54.514561,2,France_Exec,220,FRA
1974m6,France_Exec,36.358639,35.063709,1,,,,France_Exec,220,FRA
1991m4,France_Exec,39.21698,38.608559,1,,,,France_Exec,220,FRA
1979m7,France_Exec,35.400391,35.85146,1,,,,France_Exec,220,FRA
1993m11,France_Exec,42.180099,42.169762,2,44.379162,44.670181,1,France_Exec,220,FRA
2009m8,France_Exec,42.369019,42.410221,3,52.362919,52.444149,3,France_Exec,220,FRA
1991m6,France_Exec,31.00421,29.943371,1,,,,France_Exec,220,FRA
1963m2,France_Exec,47.399231,47.667629,1,,,,France_Exec,220,FRA
1969m11,France_Exec,42.864399,42.547291,1,,,,France_Exec,220,FRA
1999m3,France_Exec,46.842499,46.531311,2,40.517979,41.305962,2,France_Exec,220,FRA
1983m3,France_Exec,36.342659,37.03307,1,,,,France_Exec,220,FRA
2001m6,France_Exec,46.921051,47.51392,2,41.777409,42.098621,2,France_Exec,220,FRA
2008m9,France_Exec,40.086578,40.18412,3,52.369228,52.500542,3,France_Exec,220,FRA
1971m1,France_Exec,54.105701,53.575722,1,,,,France_Exec,220,FRA
1967m7,France_Exec,44.621811,43.728909,1,,,,France_Exec,220,FRA
1985m5,France_Exec,32.106491,31.912729,1,,,,France_Exec,220,FRA
1960m5,France_Exec,48.024029,48.061501,1,,,,France_Exec,220,FRA
1977m8,France_Exec,39.238041,39.396309,1,,,,France_Exec,220,FRA
1970m5,France_Exec,46.883461,46.87989,1,,,,France_Exec,220,FRA
1991m10,France_Exec,25.234699,25.610769,1,,,,France_Exec,220,FRA
2004m8,France_Exec,40.265469,41.660461,2,54.208359,53.676239,2,France_Exec,220,FRA
1965m10,France_Exec,48.054329,48.061501,1,,,,France_Exec,220,FRA
1973m9,France_Exec,45.686371,46.09214,1,,,,France_Exec,220,FRA
1974m5,France_Exec,41.62384,41.365669,1,,,,France_Exec,220,FRA
2015m4,France_Exec,31.328159,31.06106,4,64.905823,65.436348,4,France_Exec,220,FRA
1967m12,France_Exec,44.05899,44.516651,1,,,,France_Exec,220,FRA
1969m9,France_Exec,44.39637,44.516651,1,,,,France_Exec,220,FRA
1987m1,France_Exec,40.51347,39.396309,1,,,,France_Exec,220,FRA
1976m1,France_Exec,44.47113,44.910519,1,,,,France_Exec,220,FRA
2003m3,France_Exec,50.680439,51.029732,2,40.18639,39.868328,2,France_Exec,220,FRA
1975m9,France_Exec,42.891441,42.941158,1,,,,France_Exec,220,FRA
2019m2,France_Exec,29.906,30.81188,6,64.464531,63.867889,6,France_Exec,220,FRA
1986m10,France_Exec,46.360699,46.87989,1,,,,France_Exec,220,FRA
1975m5,France_Exec,45.305279,46.09214,1,,,,France_Exec,220,FRA
1961m2,France_Exec,45.398071,42.941158,1,,,,France_Exec,220,FRA
1970m8,France_Exec,48.200489,48.849251,1,,,,France_Exec,220,FRA
1986m12,France_Exec,44.837631,44.12278,1,,,,France_Exec,220,FRA
2020m12,France_Exec,35.514931,35.43277,8,58.774761,59.132198,8,France_Exec,220,FRA
1972m5,France_Exec,48.598209,48.061501,1,,,,France_Exec,220,FRA
1992m10,France_Exec,30.01137,30.33724,1,,,,France_Exec,220,FRA
2020m2,France_Exec,31.21685,31.472019,9,63.075779,63.105701,9,France_Exec,220,FRA
1989m7,France_Exec,38.930119,38.608559,1,,,,France_Exec,220,FRA
1980m12,France_Exec,31.099979,30.73111,1,,,,France_Exec,220,FRA
1991m2,France_Exec,36.747311,38.214691,1,,,,France_Exec,220,FRA
1996m12,France_Exec,26.001801,26.897739,2,61.79237,61.947788,2,France_Exec,220,FRA
2017m6,France_Exec,49.907291,50.862492,7,40.118698,39.474758,7,France_Exec,220,FRA
1960m12,France_Exec,54.121861,53.969589,1,,,,France_Exec,220,FRA
2015m5,France_Exec,31.501751,31.821739,4,63.510818,63.228039,4,France_Exec,220,FRA
1994m4,France_Exec,37.734779,37.424549,1,49.522381,49.64637,0,France_Exec,220,FRA
1969m2,France_Exec,42.355701,42.547291,1,,,,France_Exec,220,FRA
1977m2,France_Exec,37.26498,38.608559,1,,,,France_Exec,220,FRA
2016m12,France_Exec,27.88028,29.661751,4,64.906281,62.819809,4,France_Exec,220,FRA
2003m9,France_Exec,40.134159,39.51926,3,49.16407,49.023899,3,France_Exec,220,FRA
1983m6,France_Exec,29.84914,30.33724,1,,,,France_Exec,220,FRA
1985m4,France_Exec,33.757092,33.48822,1,,,,France_Exec,220,FRA
2015m12,France_Exec,32.934292,33.183159,3,63.948872,64.549187,3,France_Exec,220,FRA
1996m5,France_Exec,32.019669,32.523472,2,52.690769,52.164791,2,France_Exec,220,FRA
1979m9,France_Exec,30.779051,30.33724,1,,,,France_Exec,220,FRA
1975m8,France_Exec,42.88242,42.941158,1,,,,France_Exec,220,FRA
1987m10,France_Exec,41.200581,40.971802,1,,,,France_Exec,220,FRA
2000m4,France_Exec,48.559738,48.686378,2,40.961712,41.18948,2,France_Exec,220,FRA
2017m1,France_Exec,31.187771,32.37566,5,55.840912,53.63216,5,France_Exec,220,FRA
1978m10,France_Exec,37.455509,37.82082,1,,,,France_Exec,220,FRA
2000m1,France_Exec,50.675301,50.614391,2,39.740799,39.97324,2,France_Exec,220,FRA
1968m10,France_Exec,46.356659,46.486012,1,,,,France_Exec,220,FRA
2011m9,France_Exec,36.574039,36.566181,3,57.46299,57.867222,3,France_Exec,220,FRA
2019m8,France_Exec,32.26635,32.497051,4,62.050152,62.102718,4,France_Exec,220,FRA
1984m10,France_Exec,28.603239,28.761749,1,,,,France_Exec,220,FRA
1986m3,France_Exec,33.568851,33.882092,1,,,,France_Exec,220,FRA
2010m1,France_Exec,40.954708,41.246159,3,52.099602,51.59803,3,France_Exec,220,FRA
1966m8,France_Exec,48.192719,48.849251,1,,,,France_Exec,220,FRA
2011m5,France_Exec,35.131969,35.512798,3,57.692921,57.599838,3,France_Exec,220,FRA
1966m7,France_Exec,45.636341,46.486012,1,,,,France_Exec,220,FRA
1960m11,France_Exec,54.01313,53.969589,1,,,,France_Exec,220,FRA
2012m3,France_Exec,37.574429,38.158119,3,57.398251,57.224689,3,France_Exec,220,FRA
1997m12,France_Exec,43.730221,43.903679,2,44.567009,45.35611,2,France_Exec,220,FRA
