monthly,country_name,Approval_Smoothed,Approval_Not_Smoothed,app_marginals_obs,Disapproval_Smoothed,Disapproval_Not_Smoothed,neg_marginals_obs,Country,ccodecow,wb_code
,,,,,,,,,,
,Afghanistan,,,,,,,Afghanistan,700,AFG
1999m5,Argentina,34.02314,34.35231,2,56.379871,55.10804,1,Argentina,160,ARG
2020m5,Argentina,69.310692,68.642738,26,24.723301,25.18808,25,Argentina,160,ARG
2012m10,Argentina,40.99873,41.092892,8,52.1838,52.485809,6,Argentina,160,ARG
2001m5,Argentina,29.8874,30.24527,1,54.76749,54.45348,1,Argentina,160,ARG
2018m3,Argentina,43.009209,42.981201,8,51.525501,51.904381,8,Argentina,160,ARG
1999m4,Argentina,32.25782,32.1474,1,59.56377,60.155201,1,Argentina,160,ARG
2010m1,Argentina,27.95405,27.482031,4,58.762611,56.42284,4,Argentina,160,ARG
2006m3,Argentina,64.134422,63.936119,6,26.78957,27.254471,2,Argentina,160,ARG
2005m7,Argentina,58.772202,58.369591,2,28.18096,28.580231,2,Argentina,160,ARG
2006m4,Argentina,60.54147,59.685139,3,27.11894,27.45653,2,Argentina,160,ARG
2010m3,Argentina,32.107182,32.124771,5,66.501549,67.340714,3,Argentina,160,ARG
2015m2,Argentina,41.753159,41.12077,5,53.87114,54.183681,5,Argentina,160,ARG
1999m3,Argentina,34.07048,34.452679,1,56.095482,55.743999,0,Argentina,160,ARG
2015m7,Argentina,52.029289,51.94207,10,43.810089,43.441219,7,Argentina,160,ARG
2009m5,Argentina,36.169731,35.69857,4,59.528172,61.216518,3,Argentina,160,ARG
1995m8,Argentina,40.361198,40.676571,5,49.940239,49.55859,2,Argentina,160,ARG
2004m10,Argentina,55.058868,54.943531,1,27.30551,27.338051,1,Argentina,160,ARG
1995m10,Argentina,38.141899,37.878571,2,53.580029,53.9622,1,Argentina,160,ARG
2008m2,Argentina,55.87812,55.30772,8,29.837391,29.845039,7,Argentina,160,ARG
2006m8,Argentina,59.590881,59.188862,2,29.018351,29.636869,2,Argentina,160,ARG
2007m11,Argentina,54.133579,54.930519,3,32.248039,30.835541,3,Argentina,160,ARG
2015m3,Argentina,41.64632,41.694111,9,53.356541,52.76038,8,Argentina,160,ARG
2014m2,Argentina,39.048119,39.155979,6,60.521671,60.596401,6,Argentina,160,ARG
2003m9,Argentina,66.181602,65.911873,3,23.575291,24.06179,2,Argentina,160,ARG
2018m8,Argentina,33.518089,33.58477,12,61.55724,61.337269,12,Argentina,160,ARG
1994m10,Argentina,40.168072,40.453949,0,45.773628,45.625751,0,Argentina,160,ARG
2005m3,Argentina,62.855049,63.348431,3,25.15733,25.10244,3,Argentina,160,ARG
1995m4,Argentina,42.942032,43.193069,2,45.698269,46.78875,1,Argentina,160,ARG
2021m2,Argentina,42.098579,41.818878,17,53.00082,53.477509,17,Argentina,160,ARG
2016m8,Argentina,49.10347,48.398361,21,43.436779,43.606361,18,Argentina,160,ARG
2015m6,Argentina,52.222691,52.681511,13,44.083359,43.480888,7,Argentina,160,ARG
2004m11,Argentina,57.395248,57.693321,2,25.9387,25.723089,2,Argentina,160,ARG
2004m5,Argentina,62.43961,61.891899,6,24.27668,24.335751,3,Argentina,160,ARG
2008m7,Argentina,34.92168,34.058109,7,53.524719,55.306801,6,Argentina,160,ARG
2001m11,Argentina,20.64765,20.56642,3,51.659039,51.396519,0,Argentina,160,ARG
2013m2,Argentina,40.23666,40.114071,2,53.03307,52.742569,2,Argentina,160,ARG
2002m8,Argentina,29.06443,30.094931,1,56.567509,54.141029,1,Argentina,160,ARG
2019m3,Argentina,31.375771,31.06489,14,62.101929,61.860989,14,Argentina,160,ARG
2020m4,Argentina,72.030251,72.713882,31,24.19581,22.73831,29,Argentina,160,ARG
2007m12,Argentina,56.67392,56.85722,8,35.434559,36.689251,4,Argentina,160,ARG
2015m8,Argentina,52.77594,52.8792,3,45.534489,45.977661,3,Argentina,160,ARG
2000m3,Argentina,54.637161,52.85508,6,20.252029,21.31422,3,Argentina,160,ARG
2013m9,Argentina,53.21949,54.25489,2,43.607521,41.806969,2,Argentina,160,ARG
2011m12,Argentina,62.306549,61.306461,4,27.319321,29.147711,2,Argentina,160,ARG
2013m12,Argentina,44.343121,43.193588,9,49.896999,51.461479,9,Argentina,160,ARG
2014m6,Argentina,38.199299,38.674461,6,56.685501,55.255611,6,Argentina,160,ARG
1995m6,Argentina,39.0439,38.674252,0,50.203449,50.334679,0,Argentina,160,ARG
2011m11,Argentina,67.250839,67.618233,4,22.29254,20.68211,3,Argentina,160,ARG
2002m4,Argentina,26.07806,25.435841,1,51.540081,53.485062,1,Argentina,160,ARG
2013m5,Argentina,42.490719,42.644402,2,47.618912,46.301682,2,Argentina,160,ARG
2003m5,Argentina,55.598961,59.423592,1,39.13813,36.698151,1,Argentina,160,ARG
2010m9,Argentina,46.400661,47.878422,5,44.189491,39.490822,1,Argentina,160,ARG
1995m12,Argentina,35.848598,36.005791,1,52.304241,51.904739,0,Argentina,160,ARG
2012m8,Argentina,47.909828,47.344231,6,46.135689,47.412842,5,Argentina,160,ARG
2007m9,Argentina,50.05439,49.573589,1,35.06913,35.109901,1,Argentina,160,ARG
2019m10,Argentina,34.446091,34.880489,13,59.874851,59.122372,13,Argentina,160,ARG
1997m11,Argentina,29.897961,29.990431,0,60.026581,59.418949,0,Argentina,160,ARG
2007m4,Argentina,57.789009,57.30875,2,30.369789,31.43684,2,Argentina,160,ARG
2013m6,Argentina,41.561691,41.460869,8,49.276131,49.49543,8,Argentina,160,ARG
2009m10,Argentina,29.382469,29.427589,4,50.705669,44.572102,3,Argentina,160,ARG
2018m5,Argentina,38.261829,37.602482,13,56.58614,57.572121,12,Argentina,160,ARG
2018m11,Argentina,34.095299,34.33699,4,61.16021,60.379211,4,Argentina,160,ARG
1995m1,Argentina,47.686649,48.585049,1,40.878578,38.950581,1,Argentina,160,ARG
2006m11,Argentina,60.66507,60.5807,3,28.16658,28.531891,3,Argentina,160,ARG
1998m3,Argentina,27.76874,27.8477,1,64.671051,64.124222,0,Argentina,160,ARG
1995m3,Argentina,41.64851,41.67437,4,42.37011,41.548531,1,Argentina,160,ARG
2019m12,Argentina,54.479912,57.677292,8,40.945671,34.144951,7,Argentina,160,ARG
2003m7,Argentina,71.761841,72.55027,3,20.704269,19.40584,3,Argentina,160,ARG
2018m6,Argentina,34.665531,34.23135,12,58.888302,59.290951,11,Argentina,160,ARG
2007m6,Argentina,55.11787,54.79969,4,31.23173,31.859131,2,Argentina,160,ARG
2016m10,Argentina,53.223518,53.38575,16,38.979012,38.15377,13,Argentina,160,ARG
2010m2,Argentina,32.155182,33.110489,1,62.0578,62.887009,0,Argentina,160,ARG
2015m4,Argentina,44.92308,45.525108,9,50.428059,49.164398,7,Argentina,160,ARG
2017m6,Argentina,48.17281,47.83485,16,45.453991,45.783829,14,Argentina,160,ARG
2014m4,Argentina,37.24601,37.17794,3,59.19717,59.988091,3,Argentina,160,ARG
2020m6,Argentina,63.656429,62.490021,25,31.09322,33.345501,25,Argentina,160,ARG
2018m2,Argentina,43.655281,43.17012,11,49.236382,50.415611,11,Argentina,160,ARG
2009m11,Argentina,29.74452,29.998131,4,62.488529,66.303612,3,Argentina,160,ARG
2009m3,Argentina,33.930302,33.842751,8,60.34988,63.83728,6,Argentina,160,ARG
2000m7,Argentina,42.674591,42.31213,2,38.092831,41.03812,0,Argentina,160,ARG
2020m9,Argentina,52.296791,51.56723,25,43.922379,46.037479,23,Argentina,160,ARG
2009m1,Argentina,37.245701,37.34367,1,50.220772,48.863941,1,Argentina,160,ARG
2005m10,Argentina,58.961319,59.251678,2,29.016529,29.237101,2,Argentina,160,ARG
2001m2,Argentina,29.431459,29.443859,2,54.901009,54.45348,0,Argentina,160,ARG
2006m10,Argentina,60.128151,59.72805,2,27.62579,27.644239,2,Argentina,160,ARG
2013m4,Argentina,41.970219,40.919239,5,51.261379,52.529659,5,Argentina,160,ARG
2009m2,Argentina,35.35894,35.018089,5,49.39064,48.814831,4,Argentina,160,ARG
2002m9,Argentina,23.651991,22.839979,2,69.934128,73.738739,1,Argentina,160,ARG
2014m11,Argentina,47.39426,48.07832,6,47.916531,45.95166,5,Argentina,160,ARG
2003m12,Argentina,64.826683,64.351303,4,24.2864,24.598669,3,Argentina,160,ARG
2006m9,Argentina,61.448479,61.650379,1,28.193501,28.122351,1,Argentina,160,ARG
2002m11,Argentina,25.951191,26.691879,1,57.562382,54.932209,1,Argentina,160,ARG
1996m12,Argentina,27.893829,28.293631,0,56.074619,53.770729,0,Argentina,160,ARG
2017m8,Argentina,48.670521,48.866402,12,46.07206,46.32338,11,Argentina,160,ARG
2000m4,Argentina,55.372952,55.445202,2,24.37866,26.44738,0,Argentina,160,ARG
2014m5,Argentina,35.813679,35.671162,5,59.814362,59.705002,5,Argentina,160,ARG
1999m6,Argentina,33.510551,33.49778,0,55.39069,54.74678,0,Argentina,160,ARG
2019m4,Argentina,28.580669,28.250219,11,65.440483,66.031799,11,Argentina,160,ARG
2020m1,Argentina,58.71965,59.162479,21,35.772949,34.11232,20,Argentina,160,ARG
1996m4,Argentina,32.850681,33.22263,1,55.838009,57.106392,0,Argentina,160,ARG
2003m1,Argentina,30.132219,30.68956,1,51.133411,49.689671,1,Argentina,160,ARG
2008m10,Argentina,36.743382,36.820938,5,51.187771,52.642269,5,Argentina,160,ARG
2018m1,Argentina,47.164181,46.528919,9,44.50832,44.514912,9,Argentina,160,ARG
1996m8,Argentina,30.609739,31.19323,1,59.63633,59.811039,0,Argentina,160,ARG
2016m9,Argentina,51.598122,51.90992,19,41.209068,40.428188,17,Argentina,160,ARG
2016m12,Argentina,52.793171,52.554291,19,37.977501,37.771488,17,Argentina,160,ARG
2019m5,Argentina,30.9403,31.51766,15,64.261131,63.244678,15,Argentina,160,ARG
1997m10,Argentina,30.1422,30.41445,2,60.234718,61.335991,1,Argentina,160,ARG
2006m6,Argentina,63.252869,63.304329,3,27.224199,27.46534,2,Argentina,160,ARG
2021m5,Argentina,39.111481,38.74139,21,55.928589,56.566448,20,Argentina,160,ARG
1998m12,Argentina,29.563169,29.81595,1,56.41251,55.743999,0,Argentina,160,ARG
2010m10,Argentina,45.194489,44.933681,9,48.367371,49.71846,6,Argentina,160,ARG
2012m11,Argentina,38.784458,38.456791,4,54.843418,55.539551,4,Argentina,160,ARG
1997m5,Argentina,30.25769,30.42293,1,54.073151,53.770729,0,Argentina,160,ARG
2003m4,Argentina,32.330528,32.477001,2,45.386051,45.111511,2,Argentina,160,ARG
2012m3,Argentina,58.009651,57.196091,10,33.601398,34.72044,6,Argentina,160,ARG
2003m3,Argentina,32.22076,32.62429,2,45.740799,44.18528,2,Argentina,160,ARG
2007m1,Argentina,61.58028,61.853691,1,27.718929,27.771589,1,Argentina,160,ARG
2014m7,Argentina,41.87376,42.530762,4,53.655231,52.399559,4,Argentina,160,ARG
2004m9,Argentina,55.156021,55.137878,1,27.82192,28.335279,1,Argentina,160,ARG
2010m7,Argentina,45.922878,46.87785,6,53.18866,52.843781,4,Argentina,160,ARG
2021m6,Argentina,38.893181,38.880379,16,56.846699,56.801601,16,Argentina,160,ARG
1994m11,Argentina,41.859509,42.120491,1,45.773918,45.625751,0,Argentina,160,ARG
2009m7,Argentina,35.572731,35.43985,1,53.814522,53.726349,0,Argentina,160,ARG
2005m1,Argentina,62.20591,62.260899,2,25.970091,26.22044,2,Argentina,160,ARG
2007m3,Argentina,59.632229,59.192459,1,27.665791,27.913349,1,Argentina,160,ARG
2001m4,Argentina,28.822069,28.53702,1,54.771561,54.45348,0,Argentina,160,ARG
2004m3,Argentina,69.011398,68.682487,4,22.39769,22.2936,3,Argentina,160,ARG
1998m4,Argentina,28.749861,29.064871,1,64.650513,64.124222,0,Argentina,160,ARG
2003m6,Argentina,65.070084,66.488701,3,25.26232,21.012501,3,Argentina,160,ARG
1999m1,Argentina,31.5769,32.116211,0,56.17625,55.743999,0,Argentina,160,ARG
1995m2,Argentina,41.489391,40.468739,3,44.411572,45.509701,2,Argentina,160,ARG
1996m1,Argentina,33.743252,33.413071,0,52.21426,51.904739,0,Argentina,160,ARG
2019m7,Argentina,39.69585,40.314781,13,57.330528,56.000332,13,Argentina,160,ARG
2007m7,Argentina,54.271091,54.192001,3,33.418419,34.25769,1,Argentina,160,ARG
2016m4,Argentina,55.510929,54.673458,10,35.384571,36.847172,9,Argentina,160,ARG
1998m7,Argentina,28.921921,29.23875,1,64.630608,64.124222,0,Argentina,160,ARG
2010m6,Argentina,40.919628,41.116421,3,53.063919,51.363491,0,Argentina,160,ARG
2014m12,Argentina,42.915279,42.202019,8,54.5383,56.505749,6,Argentina,160,ARG
2016m11,Argentina,53.508808,53.435791,17,38.727779,38.615719,16,Argentina,160,ARG
2021m9,Argentina,32.764301,32.027561,12,62.680561,63.15287,12,Argentina,160,ARG
2021m1,Argentina,43.968868,43.685478,17,50.663719,50.249168,17,Argentina,160,ARG
2001m3,Argentina,30.73484,31.06418,1,54.793152,54.45348,0,Argentina,160,ARG
2018m9,Argentina,32.806011,32.750229,10,62.188179,61.95026,10,Argentina,160,ARG
2002m12,Argentina,27.818621,28.270809,2,54.49073,53.20499,2,Argentina,160,ARG
2006m12,Argentina,59.17548,58.788429,2,28.185431,28.401751,2,Argentina,160,ARG
1998m8,Argentina,27.055941,26.92034,1,64.629997,64.124222,0,Argentina,160,ARG
2011m9,Argentina,59.71505,60.52597,3,28.7752,26.014799,2,Argentina,160,ARG
2004m2,Argentina,69.35907,69.483101,1,23.519011,23.66255,1,Argentina,160,ARG
2007m5,Argentina,56.116249,55.762371,1,29.789351,29.767731,1,Argentina,160,ARG
2004m4,Argentina,64.298866,63.394569,2,24.77573,25.868799,1,Argentina,160,ARG
2007m2,Argentina,61.506809,61.316929,2,27.550579,27.704901,2,Argentina,160,ARG
2019m6,Argentina,36.4744,37.408138,12,59.918919,58.06451,12,Argentina,160,ARG
1996m11,Argentina,26.740431,26.968889,2,61.16246,60.234081,1,Argentina,160,ARG
2003m2,Argentina,30.503929,30.69293,3,49.999599,49.40519,2,Argentina,160,ARG
1995m7,Argentina,38.975712,38.99604,1,50.476639,50.334679,0,Argentina,160,ARG
2005m6,Argentina,60.064259,59.68568,2,27.585621,27.883869,2,Argentina,160,ARG
1995m9,Argentina,40.10693,40.06805,1,51.385021,51.703129,0,Argentina,160,ARG
2018m10,Argentina,33.562931,33.71257,10,61.653339,61.123112,10,Argentina,160,ARG
2012m7,Argentina,50.201881,50.079048,6,42.37756,43.153709,5,Argentina,160,ARG
2006m1,Argentina,63.599178,63.162399,2,26.741949,27.15778,2,Argentina,160,ARG
2016m3,Argentina,58.880089,58.870281,10,31.183109,30.402691,8,Argentina,160,ARG
2017m3,Argentina,44.904331,45.148991,15,47.491699,46.804798,13,Argentina,160,ARG
2009m12,Argentina,31.452311,31.819799,4,63.80917,63.904251,4,Argentina,160,ARG
2002m6,Argentina,24.17799,24.35659,4,63.70573,63.929218,3,Argentina,160,ARG
2000m10,Argentina,29.766991,28.279779,7,46.291451,49.66642,4,Argentina,160,ARG
2002m5,Argentina,24.01845,23.83279,2,61.93737,64.983398,1,Argentina,160,ARG
1997m2,Argentina,29.666901,30.01712,1,54.230049,53.770729,0,Argentina,160,ARG
1999m9,Argentina,32.488991,32.34951,0,38.804001,32.545429,0,Argentina,160,ARG
2008m6,Argentina,38.397171,39.24419,6,48.675968,49.236992,4,Argentina,160,ARG
2012m5,Argentina,53.244659,51.78841,3,31.13203,31.596741,2,Argentina,160,ARG
2012m12,Argentina,38.59127,38.637409,3,57.281261,57.799961,2,Argentina,160,ARG
1998m1,Argentina,28.926041,28.9534,0,61.33802,62.028198,0,Argentina,160,ARG
2009m8,Argentina,33.549179,33.313721,2,58.040668,58.911999,2,Argentina,160,ARG
2007m8,Argentina,52.719929,52.258469,3,35.15131,35.8055,3,Argentina,160,ARG
1996m2,Argentina,33.378349,33.413071,0,52.187569,51.904739,0,Argentina,160,ARG
1996m5,Argentina,33.51992,33.744469,1,57.011791,57.106392,0,Argentina,160,ARG
1997m7,Argentina,30.326441,30.578171,2,49.720921,48.24678,1,Argentina,160,ARG
2006m7,Argentina,61.239231,60.652748,2,27.753321,28.135799,2,Argentina,160,ARG
2018m12,Argentina,33.700111,33.791229,11,61.804081,61.531952,11,Argentina,160,ARG
2005m8,Argentina,57.645161,57.369411,2,28.29225,28.5445,2,Argentina,160,ARG
1996m7,Argentina,27.59915,28.40074,1,58.047291,56.674061,1,Argentina,160,ARG
2010m11,Argentina,56.079319,57.793892,9,36.732578,32.800282,6,Argentina,160,ARG
2003m11,Argentina,66.118858,65.85508,2,24.30563,24.924129,2,Argentina,160,ARG
2017m5,Argentina,49.815632,49.628811,16,43.657001,43.487381,15,Argentina,160,ARG
2014m10,Argentina,43.296131,43.760658,8,52.859169,52.424881,5,Argentina,160,ARG
2000m6,Argentina,45.885368,44.795929,5,30.303749,31.770559,3,Argentina,160,ARG
2005m5,Argentina,60.726681,60.438061,3,27.353889,27.714729,2,Argentina,160,ARG
2013m3,Argentina,47.23912,48.46553,3,47.082458,44.759911,3,Argentina,160,ARG
2010m8,Argentina,39.18417,37.919071,3,56.725868,58.048679,2,Argentina,160,ARG
2012m6,Argentina,50.222469,49.565269,5,40.00906,43.013039,5,Argentina,160,ARG
1996m9,Argentina,29.19734,29.037371,0,60.07077,59.811039,0,Argentina,160,ARG
2004m7,Argentina,57.89875,56.925838,3,27.7089,28.56576,2,Argentina,160,ARG
2016m2,Argentina,58.226528,57.706902,15,34.03154,34.946671,13,Argentina,160,ARG
2017m2,Argentina,42.931469,41.625191,18,48.98159,51.75721,17,Argentina,160,ARG
2010m5,Argentina,39.987759,40.72274,7,56.763081,55.28471,4,Argentina,160,ARG
2011m7,Argentina,56.541069,56.900539,4,36.181469,34.920391,4,Argentina,160,ARG
2000m8,Argentina,40.743469,40.314499,1,45.619049,47.856571,1,Argentina,160,ARG
1996m6,Argentina,23.90028,22.54299,1,60.269901,60.819901,1,Argentina,160,ARG
2019m9,Argentina,32.391399,31.384121,10,60.675549,61.520611,10,Argentina,160,ARG
2009m6,Argentina,36.73127,37.018639,4,53.40826,50.991791,3,Argentina,160,ARG
2012m9,Argentina,40.652241,39.530338,7,50.158699,51.389229,6,Argentina,160,ARG
2014m9,Argentina,40.531151,39.137821,8,53.638611,54.814171,8,Argentina,160,ARG
2008m8,Argentina,37.697189,38.3302,3,50.819118,49.537521,3,Argentina,160,ARG
1998m9,Argentina,27.27199,27.478411,2,60.742828,59.183491,1,Argentina,160,ARG
2013m8,Argentina,46.729118,47.043461,2,48.583698,48.382809,2,Argentina,160,ARG
2000m1,Argentina,57.280289,59.738998,1,23.95056,20.87184,0,Argentina,160,ARG
1998m6,Argentina,27.93367,28.07955,1,64.632462,64.124222,0,Argentina,160,ARG
2002m7,Argentina,23.983311,24.210119,1,63.034901,62.282902,1,Argentina,160,ARG
1997m6,Argentina,29.677719,29.727249,1,54.07053,53.770729,0,Argentina,160,ARG
2016m6,Argentina,51.026371,50.7519,21,42.431351,43.572922,18,Argentina,160,ARG
2004m1,Argentina,67.457977,67.653709,2,23.939461,24.09005,1,Argentina,160,ARG
2015m1,Argentina,45.595299,45.99921,8,52.503731,51.890572,8,Argentina,160,ARG
2004m6,Argentina,62.797031,62.69838,2,25.825581,26.625971,2,Argentina,160,ARG
1995m11,Argentina,35.391312,35.020088,1,52.603531,51.904739,0,Argentina,160,ARG
2013m10,Argentina,56.720741,57.065338,1,39.057041,37.598572,1,Argentina,160,ARG
2013m7,Argentina,44.380402,44.962479,0,48.510189,47.9566,0,Argentina,160,ARG
2008m5,Argentina,35.60297,35.028809,11,45.81303,46.281158,5,Argentina,160,ARG
2005m12,Argentina,64.102379,64.844948,6,26.507839,26.15292,4,Argentina,160,ARG
2011m5,Argentina,57.774632,57.84597,6,36.357151,35.870251,6,Argentina,160,ARG
2021m11,Argentina,26.00193,25.383659,4,70.404716,71.621567,4,Argentina,160,ARG
2014m1,Argentina,38.381981,37.505871,4,59.108978,61.746849,4,Argentina,160,ARG
2011m2,Argentina,55.961529,56.46114,6,31.66993,29.984341,1,Argentina,160,ARG
2008m4,Argentina,39.703739,37.694729,9,43.161781,46.473598,8,Argentina,160,ARG
2004m12,Argentina,60.764679,61.071838,5,25.77326,26.02985,5,Argentina,160,ARG
2021m8,Argentina,37.903751,37.628342,13,59.705059,60.798649,13,Argentina,160,ARG
2017m1,Argentina,51.05595,50.64642,13,39.666401,40.23436,12,Argentina,160,ARG
2002m1,Argentina,30.11072,31.00919,1,47.86832,45.3172,1,Argentina,160,ARG
2008m12,Argentina,37.314178,37.369141,4,53.268398,53.82032,4,Argentina,160,ARG
2006m2,Argentina,64.397621,64.359718,2,26.129971,26.1945,2,Argentina,160,ARG
2009m4,Argentina,38.65081,39.612888,5,54.357201,51.695919,3,Argentina,160,ARG
2002m3,Argentina,31.268709,31.22213,2,44.828098,44.892731,2,Argentina,160,ARG
2021m4,Argentina,41.783539,42.07399,18,52.854198,51.94117,17,Argentina,160,ARG
2017m7,Argentina,47.766781,47.624668,13,44.556881,44.13139,12,Argentina,160,ARG
1998m5,Argentina,28.03476,28.07955,1,64.637688,64.124222,0,Argentina,160,ARG
2020m12,Argentina,45.555161,45.128811,27,51.345558,52.06575,25,Argentina,160,ARG
2021m7,Argentina,40.252392,40.506081,15,54.937721,53.97118,15,Argentina,160,ARG
2005m2,Argentina,59.026611,58.440311,2,26.098339,26.37406,2,Argentina,160,ARG
1997m8,Argentina,29.538679,29.551769,1,53.869572,55.276531,0,Argentina,160,ARG
2002m10,Argentina,22.814421,22.919701,2,64.128227,61.735439,2,Argentina,160,ARG
2001m1,Argentina,30.727501,31.700741,2,55.42065,54.45348,2,Argentina,160,ARG
2011m1,Argentina,52.837841,52.426041,8,37.1488,36.762371,6,Argentina,160,ARG
2002m2,Argentina,32.431721,32.743599,2,44.216309,43.129169,2,Argentina,160,ARG
2015m10,Argentina,52.087372,51.205631,3,40.296299,39.500702,1,Argentina,160,ARG
2016m7,Argentina,53.327591,53.528889,18,42.729801,42.763191,18,Argentina,160,ARG
2015m11,Argentina,55.257259,55.577202,6,43.04789,44.0173,5,Argentina,160,ARG
2011m10,Argentina,62.752899,63.26194,10,28.3127,28.339809,6,Argentina,160,ARG
1997m12,Argentina,29.551649,29.65102,2,58.48048,57.606449,1,Argentina,160,ARG
2011m3,Argentina,57.72591,57.876999,7,36.383011,38.070889,4,Argentina,160,ARG
2019m1,Argentina,32.55817,32.422829,8,62.992538,62.982861,8,Argentina,160,ARG
2021m3,Argentina,40.273331,40.034512,19,54.626431,54.82399,18,Argentina,160,ARG
2015m12,Argentina,61.560982,62.484409,13,29.176821,24.629869,12,Argentina,160,ARG
1999m10,Argentina,31.043409,30.97418,1,34.25771,32.545429,0,Argentina,160,ARG
2001m12,Argentina,26.47823,27.90605,2,53.842442,54.178429,1,Argentina,160,ARG
2005m11,Argentina,59.550789,59.523178,2,27.708,27.49439,2,Argentina,160,ARG
2008m11,Argentina,37.110699,37.3461,4,50.905418,50.477001,4,Argentina,160,ARG
2004m8,Argentina,54.775848,54.147739,2,26.78466,26.77177,2,Argentina,160,ARG
1999m7,Argentina,32.708641,32.71294,1,55.1506,54.74678,0,Argentina,160,ARG
2011m4,Argentina,56.515862,56.22245,6,37.84079,38.250999,5,Argentina,160,ARG
2005m9,Argentina,55.824451,55.486389,2,28.894751,29.26318,2,Argentina,160,ARG
2013m1,Argentina,40.999321,41.425091,4,53.14537,51.392738,4,Argentina,160,ARG
2015m5,Argentina,49.31041,49.946152,7,45.552021,43.703468,7,Argentina,160,ARG
2021m10,Argentina,30.875799,30.667,12,64.68219,64.846848,12,Argentina,160,ARG
2020m8,Argentina,55.84586,55.0228,24,37.175098,38.59198,23,Argentina,160,ARG
2000m9,Argentina,37.98502,37.673481,3,33.611568,29.56337,1,Argentina,160,ARG
2015m9,Argentina,57.082249,57.68708,3,42.635429,41.604221,3,Argentina,160,ARG
1994m9,Argentina,39.0998,38.814751,1,45.772671,45.625751,0,Argentina,160,ARG
1997m4,Argentina,30.067289,30.21839,0,54.082378,53.770729,0,Argentina,160,ARG
2001m7,Argentina,30.140949,30.75408,1,53.049919,52.471901,1,Argentina,160,ARG
2020m3,Argentina,66.506371,67.768921,27,29.39926,27.60582,25,Argentina,160,ARG
2003m10,Argentina,66.348877,66.163422,4,23.336281,23.583969,4,Argentina,160,ARG
2001m10,Argentina,23.08453,23.25778,0,51.680351,51.396519,0,Argentina,160,ARG
1996m10,Argentina,26.42186,26.22237,2,62.525269,62.776951,1,Argentina,160,ARG
2021m12,Argentina,26.350071,26.609501,10,71.121742,70.733772,9,Argentina,160,ARG
2008m1,Argentina,58.43309,58.731121,4,30.03599,28.179529,4,Argentina,160,ARG
1999m2,Argentina,31.921721,32.116211,0,56.112709,55.743999,0,Argentina,160,ARG
2019m11,Argentina,35.268688,35.530071,5,60.60305,60.28183,5,Argentina,160,ARG
2000m2,Argentina,63.935059,64.99485,3,21.495729,20.87184,1,Argentina,160,ARG
2018m7,Argentina,34.01149,33.87225,10,60.688641,60.97506,10,Argentina,160,ARG
1999m12,Argentina,39.553082,39.79364,5,32.60321,32.545429,1,Argentina,160,ARG
2016m5,Argentina,52.467541,51.93375,12,38.21331,39.12944,10,Argentina,160,ARG
2020m10,Argentina,47.433029,46.659382,25,48.90464,50.320229,24,Argentina,160,ARG
2019m2,Argentina,34.059792,34.35722,9,61.416809,60.55167,9,Argentina,160,ARG
2005m4,Argentina,61.859402,61.453281,4,26.93294,27.7488,2,Argentina,160,ARG
2000m5,Argentina,51.86517,51.231098,3,25.702511,26.44738,0,Argentina,160,ARG
2001m6,Argentina,27.53826,27.273359,2,54.005508,53.411221,0,Argentina,160,ARG
2012m1,Argentina,64.21347,64.271263,6,29.80526,30.82342,5,Argentina,160,ARG
2007m10,Argentina,49.49699,49.321781,3,36.668011,37.24242,3,Argentina,160,ARG
2000m12,Argentina,25.625179,26.4615,4,57.864479,59.833469,2,Argentina,160,ARG
1999m8,Argentina,33.725498,34.01226,1,54.841389,54.428799,1,Argentina,160,ARG
2017m12,Argentina,50.19146,48.270012,11,44.799622,47.390171,10,Argentina,160,ARG
2018m4,Argentina,42.52417,42.32098,11,52.52459,52.714512,11,Argentina,160,ARG
1997m9,Argentina,29.47378,29.609751,1,55.10199,55.276531,0,Argentina,160,ARG
1996m3,Argentina,31.456169,31.335449,2,51.72131,51.322739,2,Argentina,160,ARG
2020m2,Argentina,58.10854,57.822842,15,34.741779,34.47649,15,Argentina,160,ARG
2020m7,Argentina,59.887001,59.071918,27,33.215931,34.088139,26,Argentina,160,ARG
1998m11,Argentina,28.91713,29.254641,2,57.299301,56.466518,1,Argentina,160,ARG
2001m8,Argentina,24.276859,23.25778,0,52.035542,51.396519,0,Argentina,160,ARG
2003m8,Argentina,66.001244,64.924339,5,22.994881,24.192579,3,Argentina,160,ARG
2011m6,Argentina,54.513729,53.79435,4,39.69767,40.85498,4,Argentina,160,ARG
2010m4,Argentina,36.150532,37.010052,3,60.259689,57.484268,1,Argentina,160,ARG
2008m3,Argentina,51.114399,50.232738,13,33.914089,35.592201,10,Argentina,160,ARG
1997m3,Argentina,30.017151,30.21839,0,54.11496,53.770729,0,Argentina,160,ARG
2001m9,Argentina,23.260401,23.25778,0,51.757172,51.396519,0,Argentina,160,ARG
2008m9,Argentina,36.02198,35.90239,2,46.671459,45.055382,2,Argentina,160,ARG
2020m11,Argentina,47.913528,47.90786,22,48.566399,48.26038,20,Argentina,160,ARG
2012m2,Argentina,61.889679,61.349621,5,30.51717,30.851681,4,Argentina,160,ARG
1995m5,Argentina,41.184719,41.00898,1,49.178341,50.180611,1,Argentina,160,ARG
